item_id,store_name,item_name,genre,calorite,,,,,,,,,
353,ローソン,1食分の野菜が摂れる　ビビンパ丼(麦入りご飯),お弁当,372,,,,,,,,,
354,ローソン,1食分の野菜が摂れる　五目具材の中華丼,お弁当,430,,,,,,,,,
355,ローソン,醤油が効いた鶏竜田揚げ弁当,お弁当,802,,,,,,,,,
356,ローソン,ガーリックバター　チキンステーキ弁当,お弁当,682,,,,,,,,,
357,ローソン,ボルドー産赤ワイン仕立てのデミソースハンバーグ弁当,お弁当,680,,,,,,,,,
358,ローソン,グリル満天星お墨付き　オムライス,お弁当,559,,,,,,,,,
359,ローソン,よくばりセットメシ　オムライス＆ナポリタン,お弁当,839,,,,,,,,,
360,ローソン,国産生姜の豚生姜焼弁当,お弁当,632,,,,,,,,,
361,ローソン,旨辛！麻婆チャーハン,お弁当,585,,,,,,,,,
362,ローソン,だしご飯の海苔弁当,お弁当,836,,,,,,,,,
363,ローソン,たっぷりタルタルのチキン南蛮弁当,お弁当,951,,,,,,,,,
364,ローソン,みっちゃん監修　広島流お好み焼　そば肉玉子,お惣菜,416,,,,,,,,,
365,ローソン,屋台風お好み焼(イカ入り)＆焼そば,お惣菜,426,,,,,,,,,
366,ローソン,1/2日分の野菜が摂れる　チーズと明太マヨソースのキャベツ包み焼,お惣菜,260,,,,,,,,,
367,ローソン,たこ焼(8個入り),お惣菜,306,,,,,,,,,
368,ローソン,チキンと根菜サンド,サンドイッチ,278,,,,,,,,,
369,ローソン,カスタードフルーツミックスサンド,,240,,,,,,,,,
370,ローソン,たまごサンド,,297,,,,,,,,,
371,ローソン,ツナたまごサンド,,320,,,,,,,,,
372,ローソン,ハムたまごサンド,,325,,,,,,,,,
373,ローソン,ミックスサンド,,308,,,,,,,,,
374,ローソン,野菜ミックスサンド,,234,,,,,,,,,
375,ローソン,レタスサンド,,212,,,,,,,,,
376,ローソン,ハムチーズたまごサンド,,253,,,,,,,,,
377,ローソン,照焼チキンたまごサンド,,241,,,,,,,,,
378,ローソン,ホットドッグ,,271,,,,,,,,,
379,ローソン,ピザロール　ベーコン＆明太マヨ,,202,,,,,,,,,
380,ローソン,ピザロール　あらびきウインナー,,245,,,,,,,,,
381,ローソン,ピザロール　ハム＆チーズ,,192,,,,,,,,,
382,ローソン,ピザロール　マルゲリータ,,191,,,,,,,,,
383,ローソン,ふわサクっ！メロンパン,,341,,,,,,,,,
384,ローソン,チョコクロワッサン,,341,,,,,,,,,
385,ローソン,バター香るコッペ　苺ジャム＆マーガリン,,360,,,,,,,,,
386,ローソン,バター香るコッペ　粒あん＆マーガリン,,387,,,,,,,,,
387,ローソン,シュガーマーガリンブレッド,,509,,,,,,,,,
388,ローソン,フレンチトースト,,472,,,,,,,,,
389,ローソン,もっちチョコパン,,310,,,,,,,,,
390,ローソン,つぶあんぱん,,329,,,,,,,,,
391,ローソン,もっちドーナツ　こしあん,,364,,,,,,,,,
392,ローソン,牛乳仕込みのザクっとチュロッキー,,478,,,,,,,,,
393,ローソン,ふわもちパンケーキ　メープル＆マーガリン　2個入,,447,,,,,,,,,
394,ローソン,ふんわりたまご蒸しケーキ,,441,,,,,,,,,
395,ローソン,欧風カレーパン,,324,,,,,,,,,
396,ローソン,焼きそばパン,,271,,,,,,,,,
397,ローソン,塩焼きそばパン,,284,,,,,,,,,
398,ローソン,あらびきソーセージパン,,280,,,,,,,,,
399,ローソン,コーンマヨネーズパン,,338,,,,,,,,,
400,ローソン,こんがりチーズのベーコンマヨネーズ,,418,,,,,,,,,
401,ローソン,バター香る塩パン,,357,,,,,,,,,
402,ローソン,明太子バターフランス,,213,,,,,,,,,
403,ローソン,味わいの食パン　6枚入,,163,,,,,,,,,
404,ローソン,もっちりとしたチョコパン　4個入,,97,,,,,,,,,
405,ローソン,つぶあんぱん　4個入,,124,,,,,,,,,
406,ローソン,クリームパン　4個入,,112,,,,,,,,,
407,ローソン,バター香るスナックスティック　6本入,,85,,,,,,,,,
408,ローソン,チョコチップスナック　6本入,,82,,,,,,,,,
409,ローソン,十勝バターのチョコチップスティック　4本入,,118,,,,,,,,,
410,ローソン,フレンチトースト　4個入,,92,,,,,,,,,
411,ローソン,紅はるかのおいも蒸しパン　4個入,,85,,,,,,,,,
412,ローソン,もっちりとした三角チョコパン　4個入,,104,,,,,,,,,
413,ローソン,パンケーキ　メープル＆マーガリン　4個入,,178,,,,,,,,,
414,family Mart,手巻　真昆布,おむすび,183,,,,,,,,,
415,family Mart,手巻　さばとガリ,おむすび,171,,,,,,,,,
416,family Mart,手巻　紀州南高梅,おむすび,176,,,,,,,,,
417,family Mart,手巻　紅しゃけ,おむすび,168,,,,,,,,,
418,family Mart,手巻　辛子明太子,おむすび,175,,,,,,,,,
419,family Mart,手巻　シーチキン®マヨネーズ,おむすび,219,,,,,,,,,
420,family Mart,直巻　明太子マヨネーズ,おむすび,212,,,,,,,,,
421,family Mart,鮭はらみおむすび,おむすび,209,,,,,,,,,
422,family Mart,大きなおむすび　マヨたま肉そぼろ,おむすび,371,,,,,,,,,
423,family Mart,直巻　とり五目,おむすび,214,,,,,,,,,
424,family Mart,直巻　焼きしゃけ,おむすび,186,,,,,,,,,
425,family Mart,直巻　和風ツナマヨネーズ,おむすび,241,,,,,,,,,
426,family Mart,大きなおぬすび　昆布とツナマヨネーズ,おむすび,359,,,,,,,,,
427,family Mart,大きなおむすび　生たらこと鮭マヨネーズ,おむすび,337,,,,,,,,,
428,family Mart,SPAM®むすび　タコスミート,おむすび,363,,,,,,,,,
429,family Mart,サンドおむすび　豚焼肉マヨネーズ,おむすび,306,,,,,,,,,
430,family Mart,【長野県・山梨県】肉味噌おむすび,おむすび,190,,,,,,,,,
431,family Mart,おむすび２個セット（鮭、昆布）,おむすび,333,,,,,,,,,
432,family Mart,【東北・関東】おむすびおかずセット（昆布・ツナマヨネーズ）,おむすび,486,,,,,,,,,
433,family Mart,塩おむすび,おむすび,186,,,,,,,,,
434,family Mart,もち麦　さば野沢野菜,おむすび,175,,,,,,,,,
435,family Mart,ふんわりたまごのオムライスおむすび,おむすび,274,,,,,,,,,
436,family Mart,【関東の一部】大きなおむすび　もち麦　鮭しそ,おむすび,274,,,,,,,,,
437,family Mart,SPAM®むすび　ツナマヨネーズ,おむすび,275,,,,,,,,,
438,family Mart,鮭金ごまおむすび,おむすび,172,,,,,,,,,
439,family Mart,ゆかりごはん　梅海苔佃煮おむすび,おむすび,176,,,,,,,,,
440,family Mart,【韓国本格グルメ】韓国風キムチ炒飯おむすび,おむすび,198,,,,,,,,,
441,family Mart,たけのこごはんおむすび,おむすび,167,,,,,,,,,
442,family Mart,わかめごはんおむすび,おむすび,157,,,,,,,,,
443,family Mart,【関東の一部】炙り焼　鶏つくねおむすび,おむすび,230,,,,,,,,,
444,family Mart,【関東の一部】大きなおむすび　鶏ごぼう,おむすび,266,,,,,,,,,
445,family Mart,【東京都の一部・神奈川県の一部】スーパー大麦　梅ゆかり®,おむすび,173,,,,,,,,,
446,family Mart,旨辛チキン弁当（バッファローチキン）,お弁当,790,,,,,,,,,
447,family Mart,銀鮭西京焼き幕の内弁当,お弁当,530,,,,,,,,,
448,family Mart,たっぷりごま入り特製ソース！チキンカツ弁当,お弁当,777,,,,,,,,,
449,family Mart,明太海苔弁当,お弁当,775,,,,,,,,,
450,family Mart,3色そぼろ&チキン南蛮弁当,お弁当,770,,,,,,,,,
451,family Mart,【関東】炙り焼　鳥めし弁当（麦飯）,お弁当,616,,,,,,,,,
452,family Mart,特製ダレの炙り焼牛カルビ重,お弁当,702,,,,,,,,,
453,family Mart,鶏のうまみ！鶏そぼろ弁当,お弁当,355,,,,,,,,,
454,family Mart,白身フライごはん,お弁当,454,,,,,,,,,
455,family Mart,30種類以上のスパイスが決め手のこだわりカレー,お弁当,564,,,,,,,,,
456,family Mart,特製香味ねぎソースで食べる！油淋鶏弁当,お弁当,861,,,,,,,,,
457,family Mart,特製ゆずおろしポン酢で食べる！おろしタツタ弁当,お弁当,781,,,,,,,,,
458,family Mart,肉の旨味感じる三元豚のロースとんかつ弁当,お弁当,726,,,,,,,,,
459,family Mart,ごま油の香り！ジューシー肉シュウマイ弁当,お弁当,691,,,,,,,,,
460,family Mart,コク深い濃厚デミソースの鉄板焼ハンバーグ,お弁当,833,,,,,,,,,
461,family Mart,【韓国本格グルメ】特製辛みそたれで食べる！旨辛ビビンバ（麦入りごはん）,お弁当,394,,,,,,,,,
462,family Mart,スパイス香る！ロースかつカレー,お弁当,747,,,,,,,,,
463,family Mart,醤の旨味がきいた麻婆豆腐ごはん,お弁当,474,,,,,,,,,
464,family Mart,大麦豚のロースかつ丼,お弁当,638,,,,,,,,,
465,family Mart,欧風カレーのハンバーグドリア,お弁当,589,,,,,,,,,
466,family Mart,旨辛仕立て！スタミナ肉そぼろあんかけ飯,お弁当,565,,,,,,,,,
467,family Mart,スパイシーな味わい！辛旨チキン&ジャンバラヤ,お弁当,642,,,,,,,,,
468,family Mart,お出汁染み込む　ふんわり玉子の親子丼,お弁当,491,,,,,,,,,
469,family Mart,デミソースと食べるとろとろたまごのオムライス,お弁当,577,,,,,,,,,
470,family Mart,【関東】隠し味にラー油をかけて　四川風麻婆焼そば,麺類,594,,,,,,,,,
471,family Mart,麺のコシが決め手！ソース焼そば,麺類,544,,,,,,,,,
472,family Mart,汁なし担担麺,麺類,523,,,,,,,,,
473,family Mart,もっちり食感の醤油焼うどん,麺類,449,,,,,,,,,
474,family Mart,元祖スタミナ満点らーめん すず鬼監修　にんにくスタミナ焼そば,麺類,727,,,,,,,,,
475,family Mart,黒マー油が香る　豚骨焼ラーメン,麺類,662,,,,,,,,,
476,family Mart,ごま油が香るチャーシュー焼ビーフン,麺類,304,,,,,,,,,
477,family Mart,大盛　豚肉とねぎの塩焼そば,麺類,698,,,,,,,,,
478,family Mart,北海道仕込みの5種味噌　味噌ラーメン,麺類,541,,,,,,,,,
479,family Mart,ラーメン荘 歴史を刻め監修　豚ラーメン,麺類,943,,,,,,,,,
480,family Mart,だし香るかき揚げそば,麺類,488,,,,,,,,,
481,family Mart,さっぽろ純連監修　正油ラーメン,麺類,668,,,,,,,,,
482,family Mart,鶏と魚介の旨み　中華そば（醤油味）,麺類,360,,,,,,,,,
483,family Mart,梅と蒸し鶏のあったかそうめん,麺類,158,,,,,,,,,
484,family Mart,ラーメン荘 歴史を刻め監修　汁なし（まぜそば）,麺類,965,,,,,,,,,
485,family Mart,こだわりだしの揚げ玉とねぎのうどん,麺類,389,,,,,,,,,
486,family Mart,【関東】旨味辛味香味　ビャンビャン麺,麺類,576,,,,,,,,,
487,family Mart,【関東】具だくさん　けんちんうどん,麺類,457,,,,,,,,,
488,family Mart,石臼挽きそば粉使用　冷しとろろそば,麺類,311,,,,,,,,,
489,family Mart,焙煎ごま香る　ごまだれ冷し中華,麺類,425,,,,,,,,,
490,family Mart,石臼挽きそば粉使用　ざるそば定食,麺類,517,,,,,,,,,
491,family Mart,石臼挽きそば粉使用　ざるそば,麺類,346,,,,,,,,,
492,family Mart,お手軽！冷しぶっかけうどん,麺類,318,,,,,,,,,
493,family Mart,6種具材の冷しぶっかけ手延素麺,麺類,268,,,,,,,,,
494,family Mart,北海道産小麦の小麦粉使用　冷し梅おろしきしめん,麺類,316,,,,,,,,,
495,family Mart,【韓国本格グルメ】冷し韓国風ビビン麺,麺類,392,,,,,,,,,
496,family Mart,お手軽！冷しぶっかけそば,麺類,259,,,,,,,,,
497,family Mart,【北海道・関東】北海道産小麦の小麦粉使用　冷したぬきうどん,麺類,371,,,,,,,,,
498,family Mart,定番！特製醤油だれ　ミニ冷し中華,麺類,248,,,,,,,,,
499,family Mart,冷し明太クリームうどん,麺類,332,,,,,,,,,
500,family Mart,甘辛甜面醤と味噌の旨み　冷しジャージャー麺,麺類,436,,,,,,,,,
501,family Mart,ファミマ・ザ・ナポリタン,パスタ,484,,,,,,,,,
502,family Mart,チキンクリームスープパスタ,パスタ,539,,,,,,,,,
503,family Mart,だしの旨み広がる　あさりのスパゲティ,パスタ,442,,,,,,,,,
504,family Mart,ファミマ・ザ・ミートソース,パスタ,538,,,,,,,,,
505,family Mart,生パスタ　ベーコンのクリームソース,パスタ,609,,,,,,,,,
506,family Mart,ソースたっぷりアラビアータ,パスタ,555,,,,,,,,,
507,family Mart,蒸し鶏のゆず胡椒ぽん酢パスタ,パスタ,407,,,,,,,,,
508,family Mart,大盛　明太子スパゲティ,パスタ,675,,,,,,,,,
509,family Mart,特盛　太麺！3種チーズのミートソース,パスタ,776,,,,,,,,,
510,family Mart,きのことベーコンの醤油パスタ,パスタ,467,,,,,,,,,
511,family Mart,大盛　ペペロンチーノ,パスタ,795,,,,,,,,,
512,family Mart,蒸し鶏の海苔クリームパスタ,パスタ,569,,,,,,,,,
513,family Mart,大盛　迫り来るにんにく！唐揚げ醤油マヨパスタ,パスタ,772,,,,,,,,,
514,family Mart,さつまいもとベーコンのクリームグラタン,パスタ,337,,,,,,,,,
515,family Mart,れんこん入りつくねの和風スープ,スープ,180,,,,,,,,,
516,family Mart,【関東・東海・北陸】胡麻香る麻辣担担スープ,スープ,235,,,,,,,,,
517,family Mart,ゆず香る！旨塩スープ,スープ,71,,,,,,,,,
518,family Mart,【韓国本格グルメ】旨み広がる！特製スンドゥブスープ,スープ,132,,,,,,,,,
519,family Mart,鶏の旨み広がる参鶏湯風スープ,スープ,110,,,,,,,,,
520,family Mart,もちもち餃子と春雨の白湯スープ,スープ,228,,,,,,,,,
521,family Mart,キャベツとベーコンのクリームスープ,スープ,236,,,,,,,,,
522,family Mart,1/3日分の野菜使用　ちゃんぽんスープ,スープ,136,,,,,,,,,
523,family Mart,【北海道・関東】具だくさん豚汁,スープ,120,,,,,,,,,
524,family Mart,だし香る！大盛とろーりたこ焼き,惣菜,397,,,,,,,,,
525,family Mart,だし香る！とろーりたこ焼き,惣菜,275,,,,,,,,,
526,family Mart,国産豚トロの炭火焼き,惣菜,322,,,,,,,,,
527,family Mart,ニラ玉子炒め（ビーフン入り）,惣菜,269,,,,,,,,,
528,family Mart,やみつきコンソメポテト,惣菜,306,,,,,,,,,
529,family Mart,から旨い！豚キムチ炒め（ビーフン入り,惣菜,215,,,,,,,,,
530,family Mart,甘旨てりやきチキンマヨ,惣菜,315,,,,,,,,,
531,family Mart,こだわり甘酢肉団子&肉シュウマイ,惣菜,319,,,,,,,,,
532,family Mart,【韓国本格グルメ】牛肉とごま油香る　旨甘チャプチェ,惣菜,292,,,,,,,,,
533,family Mart,ネギ盛り！揚げ出し豆腐,惣菜,224,,,,,,,,,
534,family Mart,たっぷりタルタルのチキン南蛮,惣菜,473,,,,,,,,,
535,family Mart,旨さ痺れる逸品　四川風麻婆豆腐,惣菜,239,,,,,,,,,
536,family Mart,韓国冷麺風しらたき,惣菜,61,,,,,,,,,
537,family Mart,ごま油が香る！ホタテ風味の緑野菜サラダ,惣菜,65,,,,,,,,,
538,family Mart,蒸し鶏ときゅうりの梅和え&キャベツ,惣菜,77,,,,,,,,,
539,family Mart,【韓国本格グルメ】ごま油香る！シャキシャキナムル,惣菜,111,,,,,,,,,
540,family Mart,冷たいまま食べるタルタルチキン南蛮,惣菜,295,,,,,,,,,
541,family Mart,たまごとベーコンカルボナーラ風マカロニサラダ,惣菜,205,,,,,,,,,
542,family Mart,海老とイカの明太子スパゲティサラダ,惣菜,204,,,,,,,,,
543,family Mart,明太クリームチーズのポテトサラダ,惣菜,207,,,,,,,,,
544,family Mart,混ぜて食べるネバネバサラダ（ポン酢味）,惣菜,36,,,,,,,,,
545,family Mart,食物繊維3.1g根菜枝豆コーンごまマヨサラダ,惣菜,154,,,,,,,,,
546,family Mart,5品目のさっぱり春雨サラダ,惣菜,114,,,,,,,,,
547,family Mart,イカときゅうりのねぎ塩だれ,惣菜,55,,,,,,,,,
548,family Mart,砂肝ぽん酢,惣菜,62,,,,,,,,,
549,family Mart,ハムとコーンのポテトサラダ,惣菜,128,,,,,,,,,
550,family Mart,コールスローサラダ,惣菜,111,,,,,,,,,
551,family Mart,豆腐と枝豆のひじき和え,惣菜,137,,,,,,,,,
552,family Mart,蒸し鶏と塩昆布のやみつきキャベツ,惣菜,76,,,,,,,,,
553,family Mart,国産さばのおろしゆずポン酢,惣菜,108,,,,,,,,,
554,family Mart,特製ダレの味付けたまご,惣菜,179,,,,,,,,,
555,family Mart,チキン&たまご&ブロッコリーサラダ,惣菜,108,,,,,,,,,
556,family Mart,海老とブロッコリーのタルタルサラダ,惣菜,188,,,,,,,,,
557,family Mart,ハムと玉子のマカロニサラダ,惣菜,259,,,,,,,,,
558,family Mart,ゆず塩ラーメンサラダ,サラダ,220,,,,,,,,,
559,family Mart,青じそ香る！博多明太子と蒸し鶏のパスタサラダ,サラダ,234,,,,,,,,,
560,family Mart,たんぱく質が摂れる！ローストチキンのパスタサラダ,サラダ,248,,,,,,,,,
561,family Mart,たまごとツナのパスタサラダ,サラダ,371,,,,,,,,,
562,family Mart,たんぱく質が摂れる！豚しゃぶのパスタサラダ,サラダ,284,,,,,,,,,
563,family Mart,大盛！野菜スティック（明太マヨ）,サラダ,223,,,,,,,,,
564,family Mart,チョレギサラダ,サラダ,78,,,,,,,,,
565,family Mart,【東北・関東】新玉ねぎと大根のサラダ,サラダ,36,,,,,,,,,
566,family Mart,5種野菜のまぜまぜサラダ,サラダ,91,,,,,,,,,
567,family Mart,ハム&ポテトのサラダ,サラダ,75,,,,,,,,,
568,family Mart,パリパリ麺サラダ,サラダ,258,,,,,,,,,
569,family Mart,オクラのネバネバサラダ,サラダ,58,,,,,,,,,
570,family Mart,1/3日分の野菜サラダ,サラダ,72,,,,,,,,,
571,family Mart,フレッシュ野菜サラダ,サラダ,22,,,,,,,,,
572,family Mart,サラダチキンのサラダ,サラダ,51,,,,,,,,,
573,family Mart,まるごと豆腐と海藻のサラダ,サラダ,124,,,,,,,,,
574,family Mart,たんぱく質が摂れる！豚しゃぶのサラダ,サラダ,140,,,,,,,,,
575,family Mart,野菜スティック（味噌マヨ）,サラダ,168,,,,,,,,,
576,family Mart,シーチキン&コーンサラダ,サラダ,89,,,,,,,,,
577,family Mart,たんぱく質が摂れる！鶏むね肉とたまごのサラダ,サラダ,169,,,,,,,,,
